,1999 AQ10,2016,Oct,18,7:41,13:35,55.8,0.1434,0.1305,10.92,<,1.00E-09,1.70E+04,20.4,127,42,JPL#30
,1997 XR2,2016,Nov,18,6:48,12:13,23.3,0.0599,0.0418,5.96,<,1.00E-09,9.00E+04,21,149,27,JPL#02
,1994 XL1,2016,Dec,10,,2/00:26,37.7,0.0969,0.0525,16.7,<,1.00E-09,1.40E+05,20.5,75,16,JPL#03
2102,Tantalus,2016,Dec,30,14:32,<  00:01,53.5,0.1375,0.1375,32.76,<,1.00E-09,3.10E+05,16.2,190,8265,JPL#16
,1999 JV6,2017,Jan,7,,1/06:46,25,0.0643,0.0377,11.5,<,1.00E-09,2.50E+04,20,93,21,JPL#17
5604,1992 FE,2017,Feb,24,10:05,<  00:01,13.1,0.0336,0.0336,11.95,<,1.00E-09,6.60E+04,16.4,48,6907,JPL#06
,1999 KW4,2017,May,31,14:36,0:43,65,0.1671,0.1666,19.68,<,1.00E-09,1.10E+05,16.6,252,56,JPL#42
,1998 VO,2017,Jun,12,,3/15:19,73.6,0.1892,0.1834,6.78,<,1.00E-09,1.40E+04,20.4,113,37,JPL#14
5189,1990 UQ,2017,Sep,26,18:08,0:03,23.8,0.061,0.061,13.97,<,1.00E-09,9.40E+04,17.3,37,2949,JPL#04
,1989 UQ,2017,Oct,16,2:14,0:02,60.8,0.1563,0.1563,6.08,<,1.00E-09,2.20E+05,19,114,2596,JPL#03
,1989 UP,2017,Nov,2,16:25,0:03,21.4,0.0549,0.0549,8.46,<,1.00E-09,3.80E+04,20.5,72,1944,JPL#04
3361,Orpheus,2017,Nov,25,16:30,<  00:01,23.6,0.0607,0.0607,7.13,<,1.00E-09,3.40E+05,19,84,5908,JPL#04
3200,Phaethon,2017,Dec,16,23:00,<  00:01,26.8,0.0689,0.0689,31.89,<,1.00E-09,1.40E+05,14.6,369,5776,JPL#13
,1999 JV6,2018,Jan,10,,1/11:42,51.8,0.133,0.0956,13.68,<,1.00E-09,2.30E+04,20,93,21,JPL#17
,1999 AQ10,2018,Jan,29,,6/09:45,54.2,0.1394,0.1266,5.8,<,1.00E-09,1.30E+04,20.4,127,42,JPL#30
1981,Midas,2018,Mar,21,21:20,<  00:01,34.9,0.0896,0.0896,26.51,<,1.00E-09,6.70E+04,15.5,95*,9534,JPL#15
,1999 KW4,2018,May,27,13:08,0:35,30.3,0.0779,0.0772,19.9,<,1.00E-09,3.70E+04,16.6,252,56,JPL#42
,1998 HD14,2018,Sep,7,10:29,1:09,62.4,0.1604,0.1601,6.14,<,1.00E-09,9.80E+04,21,55,392,JPL#05
,1998 WT24,2018,Nov,11,10:49,3:07,51.2,0.1316,0.1153,12.41,<,1.00E-09,9.80E+03,17.7,43,33,JPL#11
4953,1990 MU,2018,Nov,29,10:38,0:01,41.6,0.1068,0.1068,23.43,<,1.00E-09,2.70E+05,14.1,81*,9142,JPL#14
2340,Hathor,2019,Jan,13,18:02,<  00:01,56.1,0.144,0.144,10.28,<,1.00E-09,3.80E+05,19.2,72,7739,JPL#10
4581,Asclepius,2019,Mar,22,8:51,0:21,53.7,0.138,0.1377,6.95,<,1.00E-09,4.80E+03,20.4,34,444,JPL#04
,1998 SC15,2019,Apr,16,16:02,2:21,54.7,0.1405,0.1385,17.76,<,1.00E-09,1.30E+04,19.4,80,243,JPL#17
,1998 OH,2019,May,16,9:47,0:17,72.7,0.1868,0.1866,18.67,<,1.00E-09,4.20E+04,16.1,99,2595,JPL#15
,1999 KW4,2019,May,25,23:02,0:05,13.6,0.035,0.0342,21.52,<,1.00E-09,1.50E+04,16.6,252,56,JPL#42
5604,1992 FE,2019,Jun,18,8:29,0:04,51.3,0.1318,0.1317,15.56,<,1.00E-09,8.40E+04,16.4,48,6907,JPL#06
11500,1989 UR,2019,Jun,21,0:54,<  00:01,72.8,0.187,0.187,16.21,<,1.00E-09,6.00E+05,18.4,163,3588,JPL#18
1620,Geographos,2019,Aug,31,17:20,<  00:01,53.4,0.1373,0.1373,15.28,<,1.00E-09,4.40E+06,15.6,965*,16994,JPL#65
,1999 GS6,2019,Sep,15,,1/02:58,43.2,0.1111,0.0893,11.7,<,1.00E-09,1.10E+04,19.7,93,49,JPL#07
,1998 HL1,2019,Oct,25,15:58,6:07,16.2,0.0416,0.0415,11.2,<,1.00E-09,1.50E+04,19,61,100,JPL#10
,1993 KH,2019,Nov,8,3:07,0:03,39.5,0.1014,0.1014,8.93,<,1.00E-09,3.80E+04,19,34,1672,JPL#03
4581,Asclepius,2020,Mar,25,14:50,0:13,27.5,0.0706,0.0703,12.77,<,1.00E-09,1.50E+04,20.4,34,444,JPL#04
,1991 DG,2020,Apr,6,2:40,0:05,32.9,0.0845,0.0845,8.88,<,1.00E-09,9.80E+04,19,41,2806,JPL#05
,1997 BQ,2020,May,21,21:47,0:22,16,0.0412,0.0411,11.68,<,1.00E-09,8.70E+04,18,158,679,JPL#04
,1999 KW4,2020,May,26,17:32,0:25,62.4,0.1602,0.1593,24.64,<,1.00E-09,2.10E+04,16.6,252,56,JPL#42
